"3상유도전동기","벨트처짐","소음","진동","속도"
276,163,15,4565,1
255,171,5,4570,1
274,158,16,4577,1
239,213,7,4580,1
266,171,12,4579,1
236,240,5,4581,1
259,209,4,4582,1
242,235,3,4580,1
239,179,7,4584,1
253,219,8,4580,1
267,249,11,4583,1
259,161,8,4583,1
258,246,12,4559,1
250,239,12,4559,1
249,195,10,4584,1
250,169,6,4553,1
223,257,2,4553,1
232,233,12,4559,1
235,240,3,4558,1
278,183,8,4558,1
267,160,4,4554,1
291,824,4,4554,1
263,172,3,4560,1
228,232,16,4556,1
225,264,2,4554,1
236,173,6,4561,1
232,211,4,4562,1
256,165,8,4558,1
248,174,5,4562,1
214,217,3,4566,1
229,213,5,4591,1
265,159,9,4576,1
230,161,5,4597,1
209,193,8,4595,1
210,187,4,4583,1
249,163,3,4584,1
215,220,4,4593,1
245,157,4,4595,1
225,219,5,4594,1
241,167,5,4593,1
249,160,5,4592,1
217,222,6,4593,1
258,166,14,4593,1
229,172,14,4593,1
239,184,6,4594,1
225,194,5,4595,1
229,231,4,4594,1
253,160,4,4592,1
231,210,5,4594,1
278,166,4,4571,1
292,160,4,4592,1
233,192,7,4595,1
260,180,10,4594,1
236,158,8,4571,1
251,164,3,4591,1
235,177,5,4567,1
208,184,4,4570,1
226,183,5,4568,1
213,193,4,4566,1
232,167,8,4568,1
231,200,14,4568,1
228,261,2,4567,1
248,232,9,4562,1
248,229,3,4568,1
254,164,5,4567,1
251,225,3,4567,1
244,167,2,4568,1
241,171,9,4569,1
235,170,2,4562,1
224,193,5,4566,1
247,167,5,4565,1
246,156,6,4566,1
208,204,2,4569,1
239,189,8,4568,1
249,167,8,4571,1
229,879,5,4569,1
254,161,4,4569,1
261,161,5,4577,1
222,183,4,4573,1
276,159,7,4577,1
267,157,10,4582,1
219,203,6,4581,1
232,262,4,4588,1
213,193,5,4588,1
227,175,3,4587,1
230,208,3,4588,1
218,187,6,4588,1
252,178,7,4578,1
215,239,7,4574,1
230,176,7,4569,1
215,235,3,4572,1
227,175,5,4559,1
243,164,7,4561,1
240,190,12,4562,1
223,211,10,4562,1
233,198,2,4565,1
227,233,12,4561,1
251,159,4,4562,1
228,234,6,4562,1
238,251,4,4563,1
264,888,7,4556,1
231,216,4,4558,1
239,158,7,4563,1
233,172,8,4562,1
262,246,6,4560,1
248,160,5,4559,1
259,164,10,4563,1
224,192,7,4562,1
269,160,7,4565,1
212,203,9,4563,1
259,250,8,4567,1
275,254,8,4562,1
267,200,7,4565,1
250,157,8,4564,1
247,166,4,4565,1
252,199,7,4565,1
227,181,7,4570,1
256,278,4,4572,1
242,182,11,4571,1
236,197,4,4568,1
220,202,5,4568,1
