"3상유도전동기","벨트처짐","소음","진동","속도"
269,998,5,4515,1
234,184,4,4514,1
330,880,4,4512,1
264,168,9,4513,1
274,204,3,4512,1
336,262,1,4512,1
293,212,11,4516,1
274,300,6,4520,1
314,205,5,4521,1
254,188,2,4524,1
232,204,1,4525,1
218,275,3,4526,1
244,206,3,4526,1
261,272,3,4526,1
248,177,1,4539,1
206,283,4,4518,1
399,155,1,4521,1
323,207,16,4534,1
354,167,6,4533,1
274,937,7,4530,1
290,245,3,4529,1
251,931,1,4523,1
226,216,0,4524,1
318,994,4,4522,1
317,154,9,4519,1
302,164,9,4515,1
328,188,2,4514,1
282,229,4,4515,1
273,164,1,4514,1
305,273,2,4513,1
277,182,2,4512,1
298,1031,3,4511,1
249,269,4,4515,1
252,193,3,4519,1
248,157,1,4518,1
382,935,5,4514,1
230,195,6,4525,1
241,309,0,4512,1
250,260,3,4520,1
260,193,3,4519,1
230,252,5,4519,1
241,269,3,4528,1
229,288,3,4531,1
242,241,3,4531,1
263,170,2,4536,1
428,157,5,4535,1
298,195,5,4535,1
206,193,1,4539,1
235,287,5,4537,1
337,150,10,4542,1
230,257,0,4543,1
292,197,11,4539,1
242,885,1,4546,1
209,224,2,4541,1
280,233,4,4540,1
282,151,1,4537,1
361,576,5,4520,1
252,160,2,4538,1
229,905,2,4518,1
233,179,1,4513,1
264,946,1,4517,1
259,157,3,4516,1
276,264,3,4516,1
246,173,2,4511,1
245,244,1,4514,1
282,156,11,4508,1
318,988,0,4512,1
261,290,3,4509,1
274,185,3,4510,1
272,184,4,4508,1
499,200,4,4512,1
247,255,0,4515,1
279,144,2,4516,1
222,254,1,4518,1
254,151,1,4516,1
205,301,3,4533,1
221,209,4,4524,1
246,184,1,4516,1
256,184,21,4514,1
210,282,3,4504,1
354,440,4,4495,1
319,976,4,4499,1
274,239,5,4509,1
288,206,4,4503,1
233,177,4,4503,1
294,206,3,4500,1
247,161,5,4498,1
215,203,4,4505,1
212,209,2,4501,1
478,150,0,4502,1
234,149,8,4504,1
221,167,1,4506,1
229,167,8,4505,1
250,255,2,4509,1
219,153,3,4508,1
242,165,4,4525,1
241,212,7,4524,1
205,213,3,4525,1
238,153,1,4526,1
312,183,18,4529,1
211,204,2,4532,1
229,180,3,4538,1
207,196,2,4542,1
229,268,11,4541,1
263,920,3,4545,1
228,207,5,4546,1
292,916,11,4544,1
