"3상유도전동기","벨트처짐","소음","진동","속도"
184,164,0,4570,1
207,140,3,4571,1
193,142,1,4570,1
204,143,0,4569,1
207,148,5,4570,1
193,146,0,4568,1
201,149,2,4567,1
184,192,1,4566,1
202,142,1,4562,1
216,136,2,4555,1
198,163,4,4553,1
188,194,1,4547,1
215,221,1,4547,1
179,180,2,4560,1
202,224,4,4560,1
180,186,1,4550,1
185,163,1,4549,1
218,194,5,4549,1
212,146,2,4546,1
231,154,2,4550,1
213,146,3,4546,1
218,191,5,4555,1
206,152,2,4558,1
229,501,2,4560,1
245,173,2,4563,1
185,180,2,4572,1
197,171,2,4574,1
204,150,1,4582,1
211,193,1,4582,1
203,168,4,4584,1
213,163,33,4582,1
201,173,0,4574,1
222,223,13,4565,1
345,220,4,4579,1
216,289,24,4553,1
226,202,3,4552,1
232,146,2,4551,1
236,185,5,4559,1
254,151,7,4550,1
206,163,3,4550,1
207,187,5,4545,1
207,141,2,4541,1
211,148,2,4540,1
211,179,1,4539,1
190,238,2,4552,1
228,158,3,4569,1
231,138,5,4575,1
221,791,2,4569,1
191,189,1,4563,1
207,233,3,4556,1
243,159,8,4553,1
222,181,6,4542,1
194,158,3,4549,1
193,177,0,4546,1
211,253,5,4555,1
205,175,1,4548,1
203,151,0,4549,1
216,184,5,4548,1
206,201,2,4553,1
201,228,0,4551,1
183,244,3,4551,1
226,161,2,4558,1
211,911,3,4558,1
207,216,4,4562,1
204,199,2,4568,1
201,188,5,4572,1
246,171,1,4573,1
176,230,1,4577,1
218,301,3,4581,1
245,193,2,4584,1
188,296,2,4564,1
184,200,2,4580,1
205,153,2,4582,1
179,214,3,4562,1
215,157,0,4581,1
223,177,3,4562,1
229,139,4,4562,1
203,183,5,4562,1
206,182,2,4563,1
235,234,4,4564,1
204,210,1,4566,1
259,260,32,4565,1
256,223,2,4560,1
209,271,4,4560,1
213,260,3,4556,1
208,259,2,4557,1
220,209,2,4557,1
202,196,9,4550,1
209,156,1,4553,1
194,193,3,4550,1
210,211,6,4552,1
243,133,12,4556,1
209,195,5,4550,1
187,236,2,4554,1
195,166,4,4550,1
225,139,4,4554,1
205,172,8,4552,1
190,197,3,4556,1
218,172,0,4558,1
224,169,4,4553,1
247,256,4,4557,1
220,189,2,4549,1
199,184,2,4552,1
232,140,7,4554,1
202,256,4,4549,1
215,185,2,4552,1
203,144,2,4551,1
219,137,1,4551,1
198,171,1,4554,1
226,150,1,4553,1
190,166,4,4553,1
215,236,4,4553,1
200,174,2,4569,1
221,191,2,4569,1
208,264,1,4547,1
211,147,0,4567,1
179,249,2,4568,1
196,182,2,4568,1
199,164,2,4568,1
226,169,9,4567,1
223,139,2,4568,1
242,152,6,4572,1
256,142,11,4574,1
212,175,2,4574,1
227,162,1,4576,1
216,154,4,4583,1
177,196,1,4575,1
212,209,17,4574,1
208,141,1,4574,1
220,264,7,4572,1
217,175,1,4571,1
218,161,4,4574,1
224,142,7,4545,1
231,178,5,4575,1
296,166,4,4548,1
233,145,5,4572,1
192,180,14,4573,1
212,138,2,4541,1
293,159,2,4545,1
224,174,5,4552,1
232,146,2,4539,1
201,205,1,4541,1
211,175,3,4543,1
242,139,2,4543,1
177,218,1,4546,1
284,147,4,4542,1
261,156,5,4541,1
252,169,6,4541,1
207,215,5,4541,1
183,220,2,4541,1
213,145,1,4549,1
215,164,2,4550,1
213,864,2,4541,1
213,282,6,4537,1
191,273,1,4569,1
217,153,4,4537,1
208,174,2,4539,1
183,254,1,4542,1
202,161,2,4541,1
189,206,2,4542,1
194,179,2,4543,1
193,219,4,4542,1
220,147,3,4538,1
225,213,3,4541,1
206,242,4,4542,1
190,187,2,4546,1
195,161,9,4543,1
193,159,9,4543,1
185,182,3,4546,1
191,233,0,4549,1
205,140,2,4546,1
212,148,2,4549,1
240,239,9,4551,1
224,278,4,4580,1
197,187,5,4556,1
210,268,6,4582,1
214,164,3,4581,1
207,258,2,4584,1
199,201,3,4581,1
206,230,6,4580,1
255,188,3,4578,1
212,171,2,4577,1
204,179,1,4567,1
204,187,1,4563,1
208,161,0,4557,1
204,275,2,4562,1
225,152,3,4552,1
184,195,3,4552,1
239,155,2,4543,1
234,239,7,4550,1
249,164,1,4550,1
211,140,1,4551,1
