"3상유도전동기","벨트처짐","소음","진동","속도"
199,267,2,4548,1
185,173,0,4544,1
208,239,3,4538,1
234,244,7,4533,1
184,206,3,4529,1
209,236,2,4527,1
220,149,11,4528,1
216,287,2,4529,1
193,221,5,4529,1
211,184,1,4545,1
205,144,3,4526,1
222,282,4,4527,1
248,193,1,4550,1
213,184,2,4554,1
189,201,3,4556,1
235,141,4,4559,1
219,158,1,4561,1
225,173,4,4563,1
232,162,1,4565,1
205,153,1,4565,1
209,295,5,4561,1
195,172,2,4560,1
228,290,5,4564,1
237,160,1,4561,1
211,147,1,4561,1
225,162,7,4563,1
228,167,4,4553,1
217,262,2,4562,1
220,148,1,4561,1
216,175,3,4561,1
195,226,1,4548,1
202,189,12,4547,1
208,203,4,4559,1
235,199,6,4543,1
207,174,2,4537,1
229,153,2,4537,1
217,150,1,4535,1
192,193,20,4533,1
211,161,2,4531,1
218,251,3,4531,1
245,160,3,4533,1
208,248,5,4535,1
248,851,1,4533,1
212,252,1,4533,1
209,208,1,4527,1
221,181,1,4527,1
260,157,3,4529,1
245,152,2,4533,1
177,189,1,4529,1
211,169,5,4535,1
192,168,0,4531,1
212,249,4,4525,1
205,159,2,4526,1
227,137,2,4524,1
233,158,5,4523,1
210,234,3,4522,1
240,147,6,4525,1
205,262,7,4530,1
227,184,1,4531,1
217,275,2,4534,1
265,146,3,4537,1
256,149,2,4540,1
227,276,4,4543,1
219,165,2,4553,1
222,256,2,4551,1
264,154,1,4534,1
206,233,1,4549,1
221,151,2,4554,1
208,199,6,4556,1
223,278,2,4558,1
220,211,1,4551,1
210,174,1,4552,1
221,296,3,4552,1
197,276,1,4560,1
222,172,1,4560,1
216,166,10,4559,1
217,222,1,4551,1
212,207,3,4547,1
191,219,3,4541,1
224,273,6,4534,1
261,161,11,4528,1
200,184,1,4525,1
207,238,2,4527,1
251,162,7,4527,1
218,179,4,4523,1
221,263,4,4527,1
227,258,5,4526,1
222,203,0,4517,1
228,204,6,4519,1
237,164,4,4519,1
250,229,5,4531,1
208,143,3,4520,1
214,226,1,4528,1
