"3상유도전동기","벨트처짐","소음","진동","속도"
314,151,26,4498,1
243,213,3,4498,1
254,229,3,4501,1
277,246,9,4499,1
279,156,4,4501,1
285,156,8,4510,1
277,173,10,4494,1
249,260,10,4502,1
237,213,7,4500,1
243,250,6,4497,1
237,202,8,4502,1
286,157,4,4503,1
251,263,7,4512,1
293,189,13,4513,1
291,231,15,4517,1
292,165,6,4517,1
255,186,9,4514,1
231,285,3,4519,1
257,150,11,4515,1
309,190,3,4519,1
252,188,31,4520,1
240,175,4,4520,1
264,207,7,4524,1
342,152,9,4520,1
295,163,7,4524,1
330,168,10,4533,1
316,186,5,4532,1
281,226,27,4534,1
248,272,15,4535,1
243,297,7,4532,1
246,184,6,4544,1
288,159,6,4544,1
274,171,7,4542,1
208,232,4,4542,1
236,219,9,4544,1
243,191,9,4544,1
226,163,2,4542,1
265,155,12,4537,1
295,251,1,4540,1
250,252,0,4545,1
292,165,13,4551,1
258,276,18,4544,1
402,211,6,4543,1
274,160,3,4539,1
297,312,6,4541,1
247,201,35,4542,1
254,256,8,4547,1
282,160,2,4541,1
304,311,20,4542,1
258,192,8,4542,1
312,154,5,4544,1
303,286,27,4547,1
240,288,10,4543,1
249,182,2,4547,1
293,154,8,4547,1
260,176,6,4550,1
282,183,6,4547,1
253,284,6,4546,1
358,158,10,4547,1
255,284,8,4553,1
320,183,4,4551,1
243,223,4,4543,1
248,223,5,4549,1
267,943,11,4551,1
278,166,3,4544,1
273,279,8,4543,1
293,235,3,4543,1
241,223,3,4537,1
304,181,3,4542,1
258,302,6,4533,1
262,155,3,4537,1
244,188,7,4535,1
255,202,6,4524,1
255,278,3,4549,1
309,268,7,4539,1
265,182,9,4532,1
244,163,4,4534,1
245,315,13,4530,1
355,152,17,4526,1
298,277,18,4523,1
223,169,2,4522,1
316,199,13,4515,1
278,213,9,4517,1
339,240,11,4517,1
272,157,9,4519,1
326,150,2,4518,1
319,302,17,4524,1
213,193,4,4519,1
255,161,11,4519,1
322,254,9,4520,1
260,186,3,4540,1
276,321,2,4543,1
267,176,9,4514,1
252,255,10,4538,1
268,271,3,4534,1
247,179,5,4537,1
245,276,5,4536,1
266,249,4,4536,1
273,182,4,4536,1
274,160,9,4539,1
272,172,4,4534,1
306,256,3,4533,1
314,177,6,4538,1
281,236,30,4539,1
289,186,7,4546,1
263,250,4,4543,1
317,159,7,4546,1
255,245,17,4546,1
245,186,4,4547,1
242,213,3,4547,1
264,289,9,4549,1
239,232,10,4549,1
212,230,2,4543,1
239,237,8,4539,1
351,237,16,4543,1
309,156,12,4539,1
264,212,6,4540,1
280,180,16,4533,1
294,173,4,4529,1
264,198,8,4530,1
270,157,5,4528,1
236,221,19,4524,1
294,162,35,4527,1
258,247,3,4527,1
327,213,12,4526,1
254,215,12,4526,1
210,218,3,4523,1
298,194,13,4526,1
340,189,4,4518,1
227,217,8,4525,1
289,166,3,4527,1
292,297,10,4531,1
282,169,6,4514,1
270,302,4,4534,1
348,236,6,4523,1
279,253,10,4533,1
281,218,3,4530,1
279,208,11,4532,1
280,224,11,4537,1
290,305,4,4541,1
231,194,4,4528,1
312,166,1,4531,1
304,173,5,4533,1
248,227,13,4531,1
322,156,7,4523,1
279,273,5,4519,1
305,149,22,4520,1
243,233,8,4521,1
282,201,10,4518,1
255,201,7,4519,1
262,258,19,4519,1
245,216,10,4512,1
260,184,10,4512,1
282,207,13,4511,1
239,183,13,4511,1
269,168,9,4520,1
268,227,5,4521,1
263,272,5,4521,1
262,211,3,4528,1
264,249,18,4524,1
232,268,6,4529,1
219,208,7,4536,1
260,227,15,4541,1
304,240,8,4544,1
268,169,17,4550,1
284,193,6,4549,1
245,259,5,4553,1
258,173,13,4549,1
279,285,10,4549,1
377,167,5,4548,1
252,280,11,4541,1
260,288,14,4556,1
245,216,7,4539,1
236,226,3,4552,1
289,157,3,4552,1
252,224,2,4543,1
247,213,3,4534,1
308,283,6,4524,1
255,182,2,4518,1
288,272,3,4510,1
321,168,18,4518,1
262,231,9,4512,1
290,176,16,4508,1
291,898,6,4503,1
270,152,11,4505,1
298,198,11,4510,1
311,208,5,4518,1
308,168,7,4530,1
293,936,9,4543,1
253,153,7,4541,1
268,172,5,4535,1
247,210,19,4538,1
267,169,4,4528,1
264,309,6,4536,1
280,253,19,4538,1
250,307,20,4534,1
277,223,6,4537,1
255,208,7,4534,1
307,302,16,4528,1
300,304,16,4528,1
278,318,3,4522,1
273,278,9,4515,1
304,234,19,4515,1
287,214,8,4518,1
255,211,4,4516,1
236,183,9,4518,1
332,176,7,4515,1
279,160,2,4517,1
237,212,1,4508,1
280,259,11,4518,1
302,195,3,4537,1
270,160,14,4516,1
257,275,7,4537,1
317,153,2,4542,1
250,158,12,4543,1
253,279,5,4540,1
257,225,10,4539,1
351,244,9,4540,1
258,269,8,4534,1
344,140,10,4535,1
373,194,19,4522,1
257,278,5,4505,1
275,214,4,4515,1
288,195,9,4508,1
231,190,7,4509,1
259,200,2,4507,1
232,212,7,4511,1
280,172,7,4508,1
241,315,3,4515,1
247,153,10,4518,1
274,229,19,4521,1
290,178,5,4537,1
296,177,9,4523,1
287,299,6,4549,1
257,302,9,4551,1
266,222,4,4555,1
362,230,13,4552,1
316,180,18,4549,1
250,304,4,4549,1
242,234,9,4560,1
281,163,6,4558,1
244,207,9,4555,1
323,912,12,4557,1
231,227,10,4557,1
302,186,5,4550,1
285,215,12,4559,1
303,209,15,4552,1
278,166,8,4552,1
256,192,7,4554,1
285,175,14,4552,1
256,197,6,4533,1
259,176,1,4526,1
292,263,15,4546,1
271,171,11,4521,1
319,158,17,4521,1
344,177,11,4519,1
254,219,9,4519,1
278,277,10,4524,1
276,186,24,4523,1
275,291,5,4517,1
319,236,11,4524,1
244,178,3,4530,1
312,237,14,4527,1
247,197,4,4525,1
299,226,4,4528,1
321,165,3,4537,1
302,261,12,4539,1
357,291,9,4538,1
327,163,1,4515,1
