"3상유도전동기","벨트처짐","소음","진동","속도"
278,196,2,5040,1
236,182,1,5030,1
269,159,1,5032,1
257,168,8,5032,1
276,177,8,5032,1
227,181,1,5038,1
249,263,3,5037,1
227,193,9,5038,1
255,210,4,5035,1
265,197,3,5040,1
238,189,4,5015,1
281,157,7,5044,1
257,165,4,5017,1
245,225,2,5015,1
256,152,5,5008,1
284,149,1,5012,1
245,170,4,5014,1
269,167,4,5013,1
232,178,1,5018,1
243,201,5,5028,1
267,165,5,5029,1
242,176,1,5025,1
254,161,3,5037,1
255,170,9,5038,1
274,168,3,5038,1
277,904,1,5039,1
230,215,2,5037,1
333,878,7,5011,1
243,203,6,5043,1
279,161,9,5041,1
262,176,12,5038,1
300,172,7,5017,1
244,260,5,5014,1
223,225,5,5014,1
243,939,3,5016,1
280,190,10,5022,1
226,207,3,5029,1
240,228,4,5029,1
261,173,6,5032,1
258,160,1,5036,1
245,157,2,5036,1
257,171,3,5030,1
239,182,5,5033,1
278,182,5,5032,1
249,262,10,5026,1
235,174,3,5021,1
243,183,9,5020,1
248,162,8,5019,1
247,224,4,5020,1
244,216,4,5026,1
275,221,2,5031,1
270,172,5,5028,1
242,170,5,5027,1
270,236,10,5027,1
258,191,9,5024,1
234,187,6,5023,1
266,159,7,5020,1
228,186,2,5019,1
254,218,2,5019,1
241,175,11,5022,1
294,267,6,5013,1
255,201,6,5013,1
297,189,12,5011,1
280,157,4,5004,1
289,159,12,5006,1
230,222,4,5000,1
262,164,9,4999,1
262,156,6,5000,1
259,227,9,5001,1
236,183,4,4999,1
234,186,3,5018,1
265,209,3,5023,1
278,166,7,5018,1
250,173,5,5012,1
230,192,1,5018,1
258,168,16,5017,1
236,205,5,5016,1
254,165,4,5017,1
217,208,2,5015,1
254,165,11,5020,1
233,187,4,5019,1
232,172,6,5021,1
241,182,5,5015,1
248,164,10,5012,1
253,230,3,5016,1
267,167,9,5016,1
258,172,5,5006,1
268,162,5,5016,1
243,181,4,5019,1
257,197,6,5018,1
223,185,4,5009,1
279,175,5,5011,1
199,183,2,5013,1
224,187,2,5009,1
230,184,4,5010,1
280,238,5,5016,1
229,168,4,5018,1
236,200,3,5017,1
214,186,2,5014,1
265,160,6,5007,1
254,150,6,5007,1
264,158,3,5003,1
252,159,2,5001,1
226,231,4,4995,1
242,181,5,4991,1
251,167,3,4990,1
217,177,1,4987,1
277,881,3,4987,1
257,165,1,5009,1
314,896,5,5007,1
251,220,1,5007,1
276,170,3,5006,1
273,165,10,5002,1
305,929,4,5001,1
254,170,3,5001,1
274,216,1,5000,1
257,169,7,5000,1
273,200,4,4994,1
279,162,2,4996,1
283,157,6,4993,1
254,242,3,4993,1
233,207,4,4988,1
261,159,6,4984,1
266,174,4,4984,1
265,221,2,4988,1
236,194,5,4983,1
258,164,2,4981,1
270,245,1,5005,1
244,232,2,5005,1
274,171,10,4984,1
258,191,1,5007,1
241,180,4,5006,1
299,153,8,5003,1
246,228,2,5005,1
264,235,7,5004,1
243,222,8,5005,1
237,176,3,5003,1
256,165,5,5008,1
290,174,6,5006,1
295,329,2,5009,1
319,441,3,5008,1
279,218,4,5006,1
248,180,5,5002,1
256,168,2,5000,1
271,158,6,5000,1
254,231,2,4992,1
275,159,4,4987,1
250,171,1,5003,1
262,228,6,4984,1
267,266,4,4983,1
283,160,4,4999,1
251,172,5,4995,1
245,177,5,4996,1
231,208,1,4990,1
291,243,4,4985,1
261,199,2,4977,1
261,221,12,4982,1
253,174,6,4976,1
284,162,5,4973,1
293,173,12,4976,1
264,191,18,4975,1
228,186,11,4972,1
245,172,5,4972,1
252,253,6,4977,1
240,232,2,4975,1
261,199,4,4977,1
245,156,7,4978,1
267,154,2,4975,1
240,173,3,4977,1
282,166,9,4978,1
225,204,8,4978,1
319,162,10,4977,1
281,166,8,4975,1
326,154,2,4973,1
287,181,3,4974,1
306,176,14,4980,1
282,171,11,4979,1
294,186,4,4978,1
250,191,4,4977,1
252,195,19,4981,1
251,183,4,4980,1
286,880,4,4984,1
254,207,3,4986,1
276,213,5,4982,1
229,178,2,4979,1
257,246,4,4979,1
243,164,6,4972,1
260,244,12,4989,1
264,198,3,4992,1
273,171,4,4993,1
264,184,2,4998,1
262,186,7,4991,1
255,171,3,4988,1
261,172,12,4987,1
263,172,3,4977,1
280,203,13,4975,1
248,254,12,4971,1
239,189,18,4968,1
265,213,1,4968,1
259,218,14,4968,1
270,240,3,4974,1
269,177,6,4969,1
269,167,5,4971,1
229,185,8,4975,1
275,178,6,4968,1
237,169,2,4968,1
255,205,9,4969,1
247,236,1,4990,1
242,206,12,4988,1
263,223,2,4981,1
232,195,2,4982,1
249,229,9,4980,1
248,191,12,4985,1
253,156,3,4982,1
250,968,9,4982,1
275,167,1,4986,1
331,865,10,4984,1
264,170,1,4984,1
286,294,7,4986,1
277,178,4,4983,1
315,830,16,4989,1
269,172,5,4988,1
303,841,7,4989,1
307,164,3,4991,1
264,277,4,4988,1
255,159,2,4981,1
299,170,8,4981,1
258,168,2,4978,1
302,891,7,4961,1
247,193,2,4961,1
270,227,10,4967,1
246,266,7,4962,1
282,238,9,4962,1
249,165,9,4958,1
273,170,8,4962,1
281,155,4,4956,1
282,213,3,4962,1
231,202,4,4961,1
273,177,4,4958,1
228,202,7,4965,1
264,192,2,4963,1
250,174,6,4969,1
252,194,1,4971,1
238,191,1,4967,1
265,153,3,4969,1
270,182,6,4998,1
254,198,7,4997,1
304,153,8,4997,1
252,169,2,4995,1
247,175,5,4994,1
269,208,5,4988,1
282,172,10,4981,1
258,227,5,4982,1
302,196,5,4971,1
262,168,2,4971,1
311,158,6,4963,1
224,192,2,4957,1
280,156,4,4966,1
237,165,4,4964,1
267,156,8,4964,1
242,172,6,4963,1
238,214,3,4959,1
274,179,1,4955,1
285,872,4,4956,1
284,181,6,4959,1
314,217,6,4961,1
270,181,5,4963,1
284,205,5,4968,1
274,177,10,4964,1
290,897,4,4962,1
291,160,1,4966,1
307,166,15,4964,1
304,881,8,4960,1
305,937,4,4958,1
266,219,6,4956,1
263,178,9,4957,1
269,190,5,4953,1
273,217,8,4952,1
255,206,4,4959,1
267,186,4,4959,1
251,189,7,4957,1
243,192,6,4953,1
289,165,9,4954,1
252,166,1,4958,1
262,228,5,4958,1
228,199,1,4953,1
235,189,6,4951,1
261,168,4,4956,1
266,187,3,4960,1
249,198,2,4954,1
268,156,6,4954,1
233,207,3,4959,1
274,170,10,4958,1
257,238,7,4958,1
241,209,5,4962,1
240,190,2,4963,1
292,170,9,4964,1
237,172,2,4966,1
271,163,6,4966,1
241,193,2,4969,1
547,224,32,4944,4
579,778,38,4962,4
582,186,38,4959,4
626,190,38,4945,4
642,234,38,4974,4
646,184,38,4975,4
667,168,38,4966,4
651,175,38,4957,4
631,214,38,4960,4
679,896,38,4949,4
673,173,38,4958,4
649,211,38,4954,4
619,203,38,4940,4
631,206,38,4966,4
628,880,38,4968,4
597,873,38,4956,4
670,228,38,4979,4
652,178,38,4981,4
644,187,38,4993,4
622,184,32,4972,4
588,177,31,4966,4
584,894,38,4970,4
628,170,29,4976,4
573,208,36,4965,4
632,237,38,4970,4
607,207,38,4968,4
622,199,37,4950,4
652,253,39,4958,4
657,173,32,4959,4
675,174,40,4959,4
662,177,40,4954,4
676,429,38,4968,4
663,174,40,4961,4
651,177,38,4940,4
658,184,38,4948,4
572,207,38,4975,4
610,240,38,4967,4
646,238,38,4955,4
616,928,32,4936,4
575,821,34,4943,4
645,340,30,4957,4
670,175,28,4969,4
622,193,38,4974,4
663,171,38,4967,4
674,827,38,4979,4
617,184,38,4994,4
678,298,38,4980,4
643,179,38,5005,4
612,184,38,4991,4
550,204,37,4979,4
588,195,38,4983,4
626,208,38,4983,4
667,948,38,4991,4
634,234,25,4983,4
620,189,29,4983,4
663,178,38,4980,4
645,183,38,4984,4
643,197,38,4957,4
603,477,38,4972,4
646,173,38,4969,4
643,224,38,4954,4
662,181,38,4952,4
621,185,38,4959,4
596,189,36,4957,4
642,167,26,4978,4
631,193,38,4966,4
653,174,38,4963,4
660,183,38,4963,4
667,244,38,4955,4
650,371,38,4972,4
648,187,38,4981,4
670,175,38,4956,4
638,192,38,4961,4
627,214,38,4973,4
643,184,38,4963,4
626,247,31,4947,4
626,811,31,4943,4
618,214,38,4954,4
643,394,38,4967,4
627,203,38,4956,4
628,231,38,4972,4
640,192,38,4959,4
663,176,38,4969,4
678,178,38,4973,4
636,200,38,4977,4
650,215,38,4981,4
638,192,38,4998,4
633,190,38,4989,4
647,193,38,4987,4
654,254,38,4973,4
639,217,38,4976,4
637,240,38,4981,4
662,183,38,5009,4
654,220,38,5009,4
642,761,38,4980,4
636,200,38,4980,4
650,263,38,4986,4
611,189,38,4953,4
561,222,34,4975,4
634,234,38,4980,4
641,231,38,4950,4
666,172,38,4953,4
644,178,38,4955,4
608,185,37,4951,4
672,197,38,4936,4
658,185,35,4935,4
657,223,38,4949,4
640,208,38,4952,4
662,249,38,4922,4
652,275,38,4932,4
645,216,38,4928,4
610,208,38,4925,4
632,189,38,4955,4
640,189,38,4934,4
645,196,38,4921,4
639,890,38,4932,4
615,180,31,4921,4
629,172,35,4945,4
599,202,26,4941,4
617,202,38,4911,4
637,229,38,4936,4
611,208,38,4954,4
590,170,38,4950,4
633,214,38,4952,4
637,174,38,4944,4
650,893,38,4959,4
617,208,38,4932,4
614,201,38,4942,4
587,236,38,4937,4
622,824,38,4944,4
629,203,38,4944,4
652,167,38,4932,4
649,202,38,4941,4
587,898,26,4937,4
651,195,38,4937,4
654,175,38,4937,4
649,173,38,4949,4
643,183,38,4959,4
625,206,38,4944,4
638,195,34,4970,4
644,188,38,4958,4
618,193,38,4945,4
624,282,36,4941,4
641,256,29,4944,4
666,188,38,4945,4
658,171,38,4963,4
635,189,32,4966,4
617,189,34,4954,4
580,889,38,4947,4
563,224,24,4954,4
608,188,33,4941,4
590,229,38,4962,4
628,186,40,4968,4
657,809,40,4958,4
654,519,40,4956,4
621,224,30,4969,4
613,188,40,4966,4
649,394,40,4949,4
642,241,40,4930,4
657,171,40,4946,4
630,867,40,4930,4
669,304,40,4941,4
663,350,40,4926,4
641,204,40,4929,4
632,191,39,4952,4
652,188,38,4940,4
623,525,38,4953,4
643,192,38,4937,4
652,257,38,4938,4
668,864,38,4947,4
642,214,38,4961,4
655,765,39,4951,4
660,269,31,4954,4
604,169,38,4951,4
576,207,38,4939,4
641,842,33,4959,4
639,234,38,4931,4
625,206,30,4949,4
639,204,38,4948,4
633,213,38,4944,4
657,175,38,4935,4
627,215,38,4948,4
657,197,38,4944,4
634,812,38,4950,4
653,171,38,4943,4
644,185,38,4949,4
656,244,38,4944,4
653,203,38,4949,4
643,173,38,4949,4
639,905,38,4938,4
609,211,37,4948,4
614,209,38,4924,4
657,178,38,4929,4
603,210,36,4936,4
645,171,38,4950,4
612,184,29,4952,4
612,166,33,4916,4
626,225,38,4943,4
601,169,38,4949,4
571,231,38,4943,4
639,819,38,4950,4
609,251,38,4944,4
632,200,26,4958,4
567,192,28,4941,4
621,211,40,4944,4
581,187,38,4948,4
599,176,38,4948,4
581,207,27,4924,4
583,217,37,4949,4
597,195,33,4956,4
605,232,32,4936,4
661,852,39,4944,4
631,217,39,4924,4
608,203,33,4935,4
655,175,33,4914,4
655,457,39,4922,4
614,204,23,4911,4
575,193,38,4921,4
647,186,28,4940,4
609,189,38,4952,4
615,186,30,4935,4
668,173,38,4923,4
646,187,38,4933,4
631,246,38,4948,4
624,181,38,4938,4
612,178,38,4944,4
600,822,36,4927,4
607,183,38,4928,4
583,194,38,4934,4
618,869,38,4957,4
624,181,38,4912,4
666,935,40,4944,4
636,198,37,4936,4
617,199,40,4916,4
588,240,33,4906,4
654,177,40,4925,4
622,199,26,4919,4
651,175,39,4901,4
638,246,39,4900,4
621,197,39,4925,4
658,257,38,4901,4
637,199,38,4889,4
627,788,38,4942,4
646,171,33,4921,4
629,189,38,4905,4
606,205,38,4926,4
603,201,38,4898,4
599,210,38,4900,4
578,251,38,4929,4
607,173,30,4912,4
628,239,38,4898,4
582,193,35,4922,4
623,214,38,4914,4
652,175,38,4929,4
647,254,38,4925,4
660,377,38,4900,4
621,201,38,4907,4
642,224,38,4949,4
626,241,38,4940,4
651,189,38,4933,4
652,183,38,4925,4
626,211,38,4915,4
633,186,38,4916,4
648,397,38,4927,4
646,340,38,4901,4
645,245,34,4921,4
622,201,38,4900,4
661,764,39,4907,4
661,842,39,4894,4
680,857,36,4920,4
613,236,33,4912,4
640,173,38,4888,4
657,231,38,4911,4
628,211,38,4914,4
674,178,38,4892,4
621,199,38,4909,4
654,179,38,4924,4
653,202,38,4916,4
624,197,38,4932,4
629,205,38,4930,4
635,219,38,4922,4
639,202,32,4919,4
646,180,30,4950,4
597,204,26,4952,4
633,182,38,4930,4
647,186,38,4960,4
610,204,38,4936,4
645,177,35,4931,4
639,230,38,4933,4
616,203,38,4956,4
644,189,38,4945,4
644,828,38,4934,4
646,361,38,4938,4
594,173,21,4949,4
