"3상유도전동기","벨트처짐","소음","진동","속도"
225,308,1,4538,1
309,204,4,4535,1
236,230,7,4533,1
247,236,10,4536,1
247,279,5,4539,1
260,199,8,4539,1
273,217,6,4545,1
233,179,10,4546,1
248,200,9,4548,1
229,150,5,4548,1
251,160,2,4553,1
287,145,16,4551,1
235,227,1,4552,1
239,155,3,4555,1
251,190,11,4555,1
232,146,1,4542,1
238,160,4,4558,1
248,177,2,4564,1
251,181,2,4570,1
208,245,6,4551,1
301,168,2,4547,1
247,234,9,4551,1
210,164,6,4556,1
245,248,8,4561,1
246,288,3,4567,1
267,168,3,4565,1
209,197,0,4570,1
237,182,0,4570,1
245,199,7,4574,1
254,165,10,4574,1
238,196,8,4574,1
233,189,4,4574,1
237,287,6,4567,1
214,209,11,4553,1
211,218,2,4544,1
253,315,6,4546,1
248,196,7,4540,1
229,221,5,4559,1
254,187,10,4542,1
237,246,18,4549,1
262,193,8,4545,1
243,263,7,4543,1
275,225,7,4548,1
209,225,7,4540,1
234,320,4,4534,1
273,175,4,4535,1
259,275,6,4540,1
290,315,19,4533,1
232,247,6,4534,1
240,167,5,4551,1
225,204,8,4561,1
339,252,10,4563,1
236,250,17,4559,1
272,212,13,4550,1
260,231,7,4552,1
248,192,7,4552,1
286,211,8,4541,1
294,169,4,4562,1
224,227,8,4554,1
282,234,10,4549,1
278,248,5,4542,1
290,149,8,4539,1
234,315,2,4534,1
245,196,6,4536,1
261,220,4,4537,1
208,220,2,4535,1
260,187,9,4539,1
286,181,6,4546,1
202,219,0,4549,1
262,178,10,4554,1
255,296,7,4561,1
238,307,7,4568,1
207,201,4,4576,1
315,208,11,4573,1
253,234,8,4576,1
275,186,11,4558,1
306,160,4,4551,1
245,261,3,4564,1
330,249,3,4564,1
228,272,9,4537,1
261,225,9,4537,1
284,220,10,4534,1
257,262,11,4531,1
276,223,10,4531,1
259,203,9,4529,1
272,155,9,4553,1
291,139,21,4561,1
273,185,23,4554,1
253,193,12,4543,1
286,171,7,4541,1
247,189,4,4530,1
239,218,6,4539,1
257,152,2,4550,1
261,235,10,4554,1
238,209,3,4568,1
217,185,4,4576,1
291,313,8,4572,1
259,229,7,4571,1
289,163,6,4574,1
268,305,4,4546,1
260,207,17,4559,1
246,186,7,4548,1
227,197,5,4538,1
230,184,8,4538,1
236,168,2,4539,1
231,260,4,4562,1
230,171,4,4562,1
268,164,7,4564,1
301,150,18,4531,1
238,173,3,4532,1
244,222,3,4532,1
241,168,6,4545,1
350,148,8,4555,1
239,254,7,4570,1
267,147,4,4567,1
250,213,3,4566,1
313,156,13,4568,1
249,164,3,4562,1
271,174,8,4571,1
241,183,2,4568,1
251,253,12,4563,1
266,303,6,4554,1
297,293,14,4537,1
233,253,2,4541,1
244,154,28,4533,1
306,195,9,4538,1
242,137,5,4529,1
255,243,3,4527,1
300,261,12,4529,1
246,281,4,4543,1
260,164,8,4554,1
264,165,7,4550,1
289,164,7,4537,1
264,272,2,4536,1
281,239,3,4539,1
272,315,13,4532,1
268,210,6,4548,1
284,311,5,4547,1
250,235,11,4574,1
293,302,8,4562,1
252,182,13,4564,1
279,165,0,4570,1
269,163,12,4571,1
271,235,8,4569,1
266,157,6,4567,1
260,170,12,4554,1
261,199,10,4546,1
252,257,7,4545,1
242,211,3,4545,1
282,276,10,4536,1
276,259,7,4530,1
311,187,2,4535,1
295,155,10,4543,1
344,159,9,4559,1
241,229,11,4563,1
304,165,3,4554,1
272,173,12,4543,1
260,274,12,4533,1
253,164,8,4545,1
252,181,8,4541,1
227,226,5,4533,1
298,239,12,4541,1
264,162,3,4549,1
252,179,6,4555,1
253,312,4,4562,1
241,251,9,4572,1
294,257,3,4574,1
