"3상유도전동기","벨트처짐","소음","진동","속도"
237,271,8,4537,1
278,168,5,4531,1
273,246,9,4530,1
246,163,5,4517,1
297,184,6,4518,1
276,171,16,4515,1
313,209,4,4521,1
255,194,1,4524,1
265,161,17,4528,1
305,195,3,4526,1
357,165,7,4518,1
341,163,22,4516,1
284,159,4,4517,1
302,200,14,4534,1
355,157,14,4534,1
287,159,2,4542,1
271,159,6,4534,1
250,181,1,4545,1
283,191,15,4551,1
219,191,1,4553,1
296,160,2,4552,1
242,201,14,4565,1
275,208,3,4557,1
254,179,5,4557,1
219,192,9,4553,1
238,213,2,4539,1
313,165,10,4535,1
259,183,11,4528,1
217,188,1,4549,1
226,204,10,4537,1
231,194,9,4512,1
245,217,4,4531,1
218,236,8,4527,1
213,159,3,4524,1
216,191,2,4532,1
217,234,6,4536,1
207,165,4,4541,1
230,171,2,4537,1
208,206,9,4546,1
229,168,7,4551,1
229,161,2,4553,1
228,210,4,4555,1
228,158,4,4555,1
213,181,2,4561,1
205,214,4,4570,1
198,198,3,4572,1
215,245,1,4574,1
227,225,3,4574,1
222,175,4,4566,1
200,186,0,4534,1
222,158,4,4531,1
219,184,2,4534,1
232,206,8,4542,1
227,186,2,4543,1
253,285,6,4549,1
235,165,0,4545,1
233,168,4,4540,1
216,162,6,4543,1
244,164,1,4555,1
236,195,6,4561,1
234,169,4,4562,1
225,224,7,4562,1
198,240,10,4571,1
216,162,6,4578,1
239,162,1,4574,1
245,161,7,4579,1
223,161,3,4579,1
214,153,3,4579,1
205,192,3,4575,1
193,246,3,4575,1
227,159,2,4559,1
247,165,5,4561,1
222,180,6,4559,1
217,282,2,4562,1
197,183,1,4563,1
209,212,3,4550,1
225,166,2,4545,1
249,197,6,4534,1
233,171,2,4526,1
205,191,3,4525,1
213,204,5,4542,1
218,238,2,4546,1
239,173,1,4539,1
208,171,2,4534,1
233,177,3,4540,1
221,184,3,4540,1
226,194,2,4529,1
238,159,6,4540,1
267,269,6,4540,1
198,203,4,4536,1
229,194,7,4538,1
233,178,2,4538,1
221,180,3,4530,1
193,215,3,4530,1
223,172,3,4526,1
197,183,2,4536,1
199,193,2,4543,1
208,219,2,4541,1
226,162,3,4544,1
232,222,3,4548,1
222,185,2,4545,1
259,933,6,4530,1
228,194,1,4537,1
242,168,2,4541,1
256,171,8,4545,1
236,177,2,4558,1
227,187,4,4536,1
209,222,4,4551,1
218,172,4,4551,1
220,231,9,4557,1
245,164,6,4550,1
214,189,1,4549,1
201,210,7,4551,1
199,181,3,4545,1
226,166,1,4546,1
191,217,4,4528,1
202,180,2,4524,1
221,182,1,4527,1
204,213,4,4529,1
223,237,6,4530,1
192,214,4,4534,1
223,159,8,4522,1
218,186,4,4516,1
221,155,1,4511,1
221,262,3,4512,1
263,162,4,4528,1
228,215,5,4532,1
231,181,4,4532,1
264,224,6,4543,1
237,196,4,4543,1
250,169,4,4533,1
238,176,5,4539,1
224,233,3,4539,1
244,234,4,4548,1
229,172,5,4543,1
212,226,1,4545,1
229,168,1,4545,1
240,163,3,4542,1
228,187,4,4547,1
218,262,6,4552,1
229,183,4,4559,1
210,192,2,4546,1
218,273,2,4545,1
230,182,7,4545,1
219,180,4,4543,1
217,183,4,4555,1
218,276,4,4556,1
211,205,2,4564,1
216,178,1,4570,1
188,176,6,4570,1
236,196,5,4562,1
220,223,0,4566,1
247,248,8,4566,1
237,157,4,4564,1
217,180,3,4565,1
